speno,standardlength_cm,curvilinearlength_cm,standardsupinelength_cm,hipgirth_cm,maxgirth_cm,axillarygirth_cm,mass_kg,blubberthickness_cm,blubberdepthrightlateralhipa,blubberdepthrightlateralhipb,blubberdepthdorsalhipa_cm,blubberdepthdorsalhipb_cm,blubberdepthdorsalaxillarya,blubberdepthdorsalaxillaryb,blubberdepthlateralaxillarya,blubberdepthlateralaxillaryb,condition,morphometriccomments
HF2014_1005,134,148,NA,85,117,114,81.8,NA,2.9,NA,3.18,NA,2.96,NA,3.12,NA,NA,ultrasound
HF2014_1007,114,128,NA,74,100,94,55.6,NA,2.25,NA,2.59,NA,1.95,NA,2.38,NA,NA,ultrasound
HF2014_1008,117,125,NA,65,98,95,50.8,NA,2.68,NA,2.76,NA,2.25,NA,2.9,NA,NA,ultrasound
HF2014_1011,131,141,NA,87,107,105,67,NA,1.61,NA,1.95,NA,1.9,NA,2.63,NA,NA,ultrasound
HF2014_1013,134,148.5,NA,75,107,107,70,NA,2.17,NA,2.15,NA,1.97,NA,3.09,NA,NA,ultrasound
HF2014_1015,132,143,NA,89,113,111,76.2,NA,2.14,NA,2.45,NA,2.23,NA,2.54,NA,NA,ultrasound
HF2014_1018,115.5,128,NA,75,106,104,52.6,NA,2.54,NA,3.1,NA,2.67,NA,2.67,NA,NA,ultrasound
HF2014_1022,87,98,NA,70,79,79,28.4,NA,2.61,NA,2.32,NA,2.48,NA,2.67,NA,NA,ultrasound
HF2014_1025,130,140,NA,67,110,109,72,NA,1.68,NA,1.66,NA,1.55,NA,2.83,NA,NA,ultrasound
HF2014_1026,108,117,NA,74,96,96,47.4,NA,2.3,NA,2.24,NA,1.86,NA,2.7,NA,NA,ultrasound
PH2005_5998,NA,NA,NA,NA,NA,122,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_5999,NA,NA,NA,NA,NA,110,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6000,NA,NA,NA,NA,NA,118,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6001,NA,NA,NA,NA,NA,108.5,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6002,NA,NA,NA,NA,NA,102,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6003,NA,NA,NA,NA,NA,112,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6004,NA,NA,NA,NA,NA,132,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6005,NA,NA,NA,NA,NA,63,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6006,NA,NA,NA,NA,NA,91,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2005_6007,NA,NA,NA,NA,NA,84,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6008,114,NA,NA,NA,NA,119,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6009,108,NA,NA,NA,NA,112,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6010,105,NA,NA,NA,NA,107,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6014,119,NA,NA,NA,NA,112,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_2529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_2530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2016_1009,109,118,NA,73,95,95,43.2,NA,2.97,NA,1.78,NA,2.16,NA,2.73,NA,NA,ultrasound
PL1991_41,NA,NA,NA,NA,87,85,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_1001,87,94,NA,48.5,68,68,17,NA,1.21,NA,1.36,NA,NA,NA,1.5,NA,NA,dorsal axillary not measured because attached tag to back before ultrasound
HF2007_6104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2007_6108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2008_1501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF1991_66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2016_1011,141.5,149,NA,89,121,121,89.8,NA,3.43,NA,2.64,NA,2.8,NA,3.15,NA,NA,ultrasound
HF2016_1013,141,155,NA,80,115,114,78,NA,2.27,NA,2.43,NA,1.68,NA,2.71,NA,NA,ultrasound
HF2016_1018,140,154,NA,99,123,121.5,101.4,NA,3.15,NA,3.67,3.5,3.1,NA,3.15,NA,NA,ultrasound
PL1991_12,NA,NA,NA,NA,85,85,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_13,NA,NA,NA,NA,108,104,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_14,NA,NA,NA,NA,116,116,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_15,NA,NA,NA,NA,NA,104,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_16,NA,NA,NA,NA,88,98,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_10,NA,NA,NA,NA,NA,82,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_11,NA,NA,NA,NA,NA,74,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_1511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_29,NA,NA,NA,NA,NA,86,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_3,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_30,NA,NA,NA,NA,NA,79,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_31,NA,NA,NA,NA,NA,106,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_32,NA,NA,NA,NA,NA,88,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_33,NA,NA,NA,NA,NA,84,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_34,NA,NA,NA,NA,82,80,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_35,NA,NA,NA,NA,64,63,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6013,117,NA,NA,NA,NA,116,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6015,NA,NA,NA,NA,NA,115.5,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6016,NA,NA,NA,NA,NA,113,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6017,NA,NA,NA,NA,NA,112,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2006_6019,NA,NA,NA,NA,NA,96,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_36,NA,NA,NA,NA,87,87,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_37,NA,NA,NA,NA,85,82,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_38,NA,NA,NA,NA,93,87,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_42,NA,NA,NA,NA,116,115,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_43,NA,NA,NA,NA,105,101,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_44,NA,NA,NA,NA,925,921,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_2507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_2510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_2511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_2512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2009_2518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_5,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_1004,86,91,NA,51,69,67.5,18,NA,1.64,NA,1.68,NA,1.56,NA,1.76,NA,NA,NA
HF2010_1015,90,101,NA,59.5,79,79,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2012_9000,139,154,NA,72,111,111,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_6,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_7,NA,NA,NA,NA,93,90,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_8,NA,NA,NA,NA,115,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2010_1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2010_1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2010_1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2010_1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_9,NA,NA,NA,NA,71,69,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2005_5878,99,NA,NA,NA,NA,71.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2010_2501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_20,NA,NA,NA,NA,95,90,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_21,NA,NA,NA,NA,98,88,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_22,NA,NA,NA,NA,75,75,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL1991_23,NA,NA,NA,NA,85,85,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6043,85,91,NA,66,87,85,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6045,88,98,NA,69,85,84,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1996_394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2005_5966,102,113,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2005_5967,104,109,NA,NA,NA,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2005_5968,92.5,99,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2005_5969,141,152,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2005_5971,131,146,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5974,81.5,91.5,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5976,103,108,NA,NA,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5977,90.5,98,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5984,87,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5985,89,91,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5986,82,87,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2006_5987,95,101,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6052,91,98,NA,66,81,79,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1996_592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6077,104,108,NA,62,84,83,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1006,95,101,NA,53,73,72,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1007,82,90,NA,49,84,83,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1008,84,87,NA,57,67,67,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1010,72,78,NA,53.5,63.5,63.5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1012,94,101,NA,67,90,88.5,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1013,92,95,NA,55.5,75,73.5,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1014,93,100,NA,54,71.5,71.5,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2016_1014,78,84,NA,64,72.5,72.5,15,NA,2.37,NA,1.33,NA,1.72,NA,2.08,NA,NA,ultrasound
PL2009_1004,95,99,NA,63,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1005,93,103,NA,56,76,76,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2007,94,98,NA,64,81,79,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2016_1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2016_1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2013,82,87,NA,55,76.5,75,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2015,76,84,NA,53,69,65,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2000_424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6038,165,168,NA,83,119,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6040,89,99,NA,NA,NA,84,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6055,114,125,NA,75,101,99,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6064,114,123,NA,66,96,93,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6078,112,121,NA,72,97,96,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6091,149,166,NA,NA,NA,NA,106.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2007_6097,122,135,NA,82,110,108,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1002,109,117,NA,70,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1003,116,122,NA,70,91,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1011,106,113,NA,66,95,95,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1020,90,97,NA,56.5,79,79,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1025,110,121,NA,62,89,89,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2010,138,145,NA,76,99,96,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2011,112,124,NA,72,98,93,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2014,101,111,NA,52,87,87,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2019,99,102,NA,66,84,83,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2020,114,126,NA,69,93,89,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2032,153,159,NA,92,120,119,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2033,82,90,NA,57,77,77,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2034,110,113,NA,65,86,86,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2038,107.5,114,NA,51,82,80,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2039,87,96,NA,71,81,81,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_9024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_9025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_9026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_9027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV1996_613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1004,86,99,NA,62,87,86,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1005,93,103,NA,68,95,94,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1006,92,102,NA,74,97,93,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1008,84,95,NA,75,91,90,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1013,100,113,NA,75,99,96,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1014,81,97,NA,56,80,80,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2016_1017,81.5,89,NA,75,86,84,23.8,NA,2.39,NA,1.62,NA,2.31,NA,2.53,NA,NA,ultrasound
PH2007_7047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2007_7055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1002,93,109,NA,67,93,91,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1003,93,101,NA,66,94,93,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_1018,137,157.5,NA,70.5,107,102.5,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH2008_7050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
