speno,standardlength_cm,curvilinearlength_cm,standardsupinelength_cm,hipgirth_cm,maxgirth_cm,axillarygirth_cm,mass_kg,blubberthickness_cm,blubberdepthrightlateralhipa,blubberdepthrightlateralhipb,blubberdepthdorsalhipa_cm,blubberdepthdorsalhipb_cm,blubberdepthdorsalaxillarya,blubberdepthdorsalaxillaryb,blubberdepthlateralaxillarya,blubberdepthlateralaxillaryb,condition,morphometriccomments
PL1991_40,NA,NA,NA,NA,112,110,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_1022,94,108,NA,59,77,74,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2008,91,96,NA,52,70,69,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2014_1010,85,99,NA,68,94.5,91.5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_2005,74,78,NA,47.5,62.5,62,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_2006,80,87,NA,49.5,67.5,67.5,16,NA,1.27,NA,1.6,NA,1.15,NA,1.6,NA,NA,ultrasound
PV2016_2008,80,90,NA,58,70.5,69.5,16.2,NA,1.98,NA,1.86,NA,1.48,NA,1.88,NA,NA,ultrasound
PV2004_0202,137.5,147,NA,NA,NA,89,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0208,137,144,NA,NA,NA,97,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0222,136,150,NA,NA,NA,99,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0223,132,141,NA,NA,NA,96,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2016_1002,110,120,NA,82.5,103,101,54.4,NA,2.51,NA,1.7,NA,2.67,NA,2.29,NA,NA,ultrasound; dorsal axillary image not saved on ultrasound
PV2017_2007,83,84,NA,42,62,60,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2009,90,88,NA,47,70,67,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3015,109,118,NA,59,77,77,29,NA,1.38,NA,1.54,NA,1.13,NA,1.27,NA,NA,ultrasound
PL2007_6061,120,129,NA,68,94,92,50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2001,140,143,NA,NA,114,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2010_2002,84,93.4,NA,61.5,78,77,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2004_0001,112,120,NA,NA,NA,98,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2005_0256,141,153,NA,NA,101,101,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2006_0283,121,129,NA,NA,NA,85,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9012,123,130,NA,67.5,91,88,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9014,103,116,NA,71,87,87,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2009_9019,150,156,NA,NA,NA,NA,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2006,80,82,NA,42,65,61,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_132,NA,NA,NA,NA,168,158,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_134,NA,NA,NA,NA,157,146,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3016,143,151,NA,65,95.5,92,54.2,NA,1.58,NA,1.38,NA,1.17,NA,1.74,NA,NA,ultrasound; blubber depth from midline during surgery=2.0 cm
PV2016_1001,68,75,NA,46,59,59,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1005,82,85,NA,42,59,58,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_1008,79,83,NA,47,60,60,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_2001,83,91,NA,45,61,61,14.25,NA,0.87,NA,0.75,NA,0.51,NA,1.15,NA,NA,ultrasound
PV2016_2003,83,87,NA,43,64,64,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_1014,135,142,NA,87,115.5,112,77.2,NA,2.63,NA,2.7,NA,2.43,NA,3.48,NA,NA,NA
PV2017_1015,84,87,NA,44,61,58,13,NA,0.97,NA,1.13,NA,0.99,NA,0.87,NA,NA,NA
PV2017_2008,85,90,NA,46,65,62,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_1016,141,147,NA,80,103,98,65,NA,1.54,NA,1.68,NA,1.58,NA,2.47,NA,NA,NA
PV2017_1017,88,93,NA,55,68,68,17.8,NA,1.7,NA,1.35,NA,1.21,NA,1.6,NA,NA,NA
PV2017_1018,79,87,NA,53,64.5,63.5,17,NA,1.79,NA,1.68,NA,1.74,NA,1.93,NA,NA,NA
PV2017_1019,77,81,NA,47,60,59,13,NA,1.15,NA,1.03,NA,0.93,NA,1.01,NA,NA,NA
PV2017_2001,80,84,NA,46,68,64,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2002,80,81,NA,45,56,53,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2003,82,84,NA,46,68,64,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2004,89,91,NA,48,65,63,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2005,88,90,NA,45,72,69,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2014_2002,148,162,NA,90,114,108,81.4,NA,1.68,NA,1.5,NA,1.24,NA,1.53,NA,NA,ultrasound
PV2016_3511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_140,NA,NA,NA,NA,162,151,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1315,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2010,86,88,NA,46,61,59,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_2011,83,86,NA,50,70,68,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_133,NA,NA,NA,NA,175,157,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_145,NA,NA,NA,NA,165,146,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_151,NA,NA,NA,NA,172,156,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_111,NA,NA,NA,NA,167,148,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_112,NA,NA,NA,NA,168,156,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_113,NA,NA,NA,NA,153,142,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1135,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_114,NA,NA,NA,NA,162,152,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2016_1001,154,159.5,NA,102,128,125.5,115,NA,3.01,NA,1.57,NA,2.47,NA,2.87,NA,NA,ultrasound
EB1991_107,NA,NA,NA,NA,169,147,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL2009_2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1044,NA,NA,NA,NA,165,143,257,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_3,NA,NA,NA,NA,190,181,375,6.5,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_6,NA,NA,NA,NA,190,160,355,6.75,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_105,NA,NA,NA,NA,168,158,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_106,NA,NA,NA,NA,164,140,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_108,NA,NA,NA,NA,178,168,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_109,NA,NA,NA,NA,170,152,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_110,NA,NA,NA,NA,134,120,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_115,NA,NA,NA,NA,166,157,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_116,NA,NA,NA,NA,158,146,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_117,NA,NA,NA,NA,180,160,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_118,NA,NA,NA,NA,165,155,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1181,NA,NA,NA,NA,182,159,356,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_119,NA,NA,NA,NA,165,155,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_12,NA,NA,NA,NA,137,127,139,5.2,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_120,NA,NA,NA,NA,160,153,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1201,NA,NA,NA,NA,NA,NA,261.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1205,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_121,NA,NA,NA,NA,152,145,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_124,NA,NA,NA,NA,171,165,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_125,NA,NA,NA,NA,162,156,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_126,NA,NA,NA,NA,143,128,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_127,NA,NA,NA,NA,163,155,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_128,NA,NA,NA,NA,200,173,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_13,NA,NA,NA,NA,148.5,138,173.5,6.6,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_130,NA,NA,NA,NA,159,145,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1305,NA,NA,NA,NA,NA,NA,194.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_131,NA,NA,NA,NA,162,142,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_135,NA,NA,NA,NA,167,149,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_136,NA,NA,NA,NA,151,134,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_137,NA,NA,NA,NA,180,153,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_138,NA,NA,NA,NA,168.5,140,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_139,NA,NA,NA,NA,158,157,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_10,NA,NA,NA,NA,116.5,109,79,3.7,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_100,NA,NA,NA,NA,165,143,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_101,NA,NA,NA,NA,165,140,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_148,NA,NA,NA,NA,135,122,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_15,NA,NA,NA,NA,110.6,104,73.5,4,NA,NA,NA,NA,NA,NA,NA,NA,ex?,NA
EB1991_150,NA,NA,NA,NA,125,110,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_153,NA,NA,NA,NA,173,161,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_154,NA,NA,NA,NA,162,144,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_155,NA,NA,NA,NA,158,145,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_156,NA,NA,NA,NA,130,125,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_157,NA,NA,NA,NA,162,150,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_16,NA,NA,NA,NA,153,141,227,6.4,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_17,NA,NA,NA,NA,153,135,192.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_18,NA,NA,NA,NA,163,146.5,218,4.6,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_1865,NA,NA,NA,NA,NA,NA,253.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_19,NA,NA,NA,NA,174,161,274.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_2,NA,NA,NA,NA,161,151,256,4,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_20,NA,NA,NA,NA,176,161,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_252,NA,NA,NA,NA,189,169,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_253,NA,NA,NA,NA,198,166,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_254,NA,NA,NA,NA,166,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_255,NA,NA,NA,NA,160,143,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_256,NA,NA,NA,NA,150,140,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_257,NA,NA,NA,NA,131,120,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_259,NA,NA,NA,NA,155,146,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_26,NA,NA,NA,NA,191.5,158,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_260,NA,NA,NA,NA,118,109,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_261,NA,NA,NA,NA,148,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_262,NA,NA,NA,NA,165,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_265,NA,NA,NA,NA,153,145,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_266,NA,NA,NA,NA,161,147,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_27,NA,NA,NA,NA,162,155,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_31,NA,NA,NA,NA,155.5,138,204.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_142,NA,NA,NA,NA,157,143,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_411,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_44,NA,NA,NA,NA,135,120,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_45,NA,NA,NA,NA,188,164,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_47,NA,NA,NA,NA,169,150,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_50,NA,NA,NA,NA,127,109,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_52,NA,NA,NA,NA,168,152,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_53,NA,NA,NA,NA,114,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_53T,NA,NA,NA,NA,151,141,215.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_59,NA,NA,NA,NA,188,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_62,NA,NA,NA,NA,121,110,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_63,NA,NA,NA,NA,123,107,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_64,NA,NA,NA,NA,168,143,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_66,NA,NA,NA,NA,172,155,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_7,NA,NA,NA,NA,186,175,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,?,NA
EB1991_76,NA,NA,NA,NA,162,152,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_79,NA,NA,NA,NA,135,117,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_85,NA,NA,NA,NA,166,150,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_86,NA,NA,NA,NA,165,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_87,NA,NA,NA,NA,170,147,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_33,NA,NA,NA,NA,141,130,203,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_93,NA,NA,NA,NA,157,130,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_94,NA,NA,NA,NA,167,128,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_942,NA,NA,NA,NA,166,147,249,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_99,NA,NA,NA,NA,150,140,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_89,NA,NA,NA,NA,161,153,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_152,NA,NA,NA,NA,170,155,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_46,NA,NA,NA,NA,75,75,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_1,NA,NA,NA,NA,175.5,170,307,5,NA,NA,NA,NA,NA,NA,NA,NA,excellent,NA
EB1991_1158,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2016_3001,152,163.5,NA,88,112,107,83,NA,1.58,NA,1.56,NA,1.29,NA,2.1,NA,NA,ultrasound
EB1991_943,NA,NA,NA,NA,NA,NA,212.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_80,NA,NA,NA,NA,165,141,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_801,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EB1991_81,NA,NA,NA,NA,164,157,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_1020,176,186,NA,102,125,120,116.6,NA,1.8,NA,1.68,NA,1.31,NA,2.18,NA,NA,ultrasound
EB2014_1021,112,122.5,NA,64.5,89,84.5,38.4,NA,2.34,NA,1.97,NA,1.93,NA,2.21,NA,NA,ultrasound
PV2004_0216,143,154,NA,NA,NA,108,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2014_2005_R1,143,155,NA,81,105,101,71,NA,2.02,NA,1.94,NA,1.86,NA,2.43,NA,NA,"ultrasound; surgery animal that was captured in 2014, was PV2016_3006"
HF2016_1023,106,119,NA,73,91,84,39.8,NA,1.9,NA,1.86,NA,1.49,NA,1.66,NA,NA,ultrasound
PV2017_3006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2005_5888,89,NA,NA,NA,NA,68,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF2005_5890,82,NA,NA,NA,NA,65,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2007_9003,112.5,118,NA,27,88,85,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2015_2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PV2017_3043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
